GO:0000015,phosphopyruvate hydratase complex,cellular_component,"""A multimeric enzyme complex, usually a dimer or an octamer, that catalyzes the conversion of 2-phospho-D-glycerate to phosphoenolpyruvate and water."" [GOC:jl, ISBN:0198506732]"
GO:0000108,repairosome,cellular_component,"""OBSOLETE. A stable complex of proteins that carry out the DNA damage recognition and incision reactions characteristic of nucleotide excision repair (NER), such as DNA damage recognition, DNA helix unwinding, and endonucleolytic cleavage at sites flanking damaged DNA; includes TFIIH subunits and additional polypeptides; may form in the absence of DNA damage."" [PMID:10681587, PMID:9852079]"
GO:0000109,nucleotide-excision repair complex,cellular_component,"""Any complex formed of proteins that act in nucleotide-excision repair."" [PMID:10915862]"
GO:0000110,nucleotide-excision repair factor 1 complex,cellular_component,"""One of several protein complexes involved in nucleotide-excision repair; possesses DNA damage recognition and endodeoxynuclease activities. In S. cerevisiae, it is composed of Rad1p, Rad10p, and Rad14p; in human the subunits are ERCC4/XPF, ERCC1 and XPA, respectively."" [PMID:10915862]"
GO:0000111,nucleotide-excision repair factor 2 complex,cellular_component,"""One of several protein complexes involved in nucleotide-excision repair; possesses damaged DNA binding activity. In S. cerevisiae, it is composed of Rad4p and Rad23p."" [PMID:10915862]"
GO:0000112,nucleotide-excision repair factor 3 complex,cellular_component,"""One of several protein complexes involved in nucleotide-excision repair; possesses endodeoxynuclease and DNA helicase activities. In S. cerevisiae, it is composed of Rad2p and the core TFIIH-Ssl2p complex (core TFIIH is composed of Rad3p, Tfb1p, Tfb2p, Ssl1p, Tfb4p and Tfb5p. Note that Ssl2p is also called Rad25p)."" [GOC:ew, PMID:10915862, PMID:14500720, PMID:7813015]"
GO:0000113,nucleotide-excision repair factor 4 complex,cellular_component,"""One of several protein complexes involved in nucleotide-excision repair; possesses DNA damage recognition and DNA-dependent ATPase activities. In S. cerevisiae, it is composed of Rad7p and Rad16p."" [PMID:10915862]"
GO:0000118,histone deacetylase complex,cellular_component,"""A protein complex that possesses histone deacetylase activity."" [GOC:mah]"
GO:0000120,RNA polymerase I transcription factor complex,cellular_component,"""A transcription factor complex that acts at promoters of genes transcribed by RNA polymerase I."" [GOC:mah]"
GO:0000123,histone acetyltransferase complex,cellular_component,"""A protein complex that possesses histone acetyltransferase activity."" [GOC:mah]"
GO:0000124,SAGA complex,cellular_component,"""A SAGA-type histone acetyltransferase complex that contains Spt8 (in budding yeast) or a homolog thereof; additional polypeptides include Spt group, consisting of Spt7, Spt3, and Spt20/Ada5, which interact with the TATA-binding protein (TBP); the Ada group, consisting of Ada1, Ada2, Ada3, Ada4/Gcn5, and Ada5/Spt20, which is functionally linked to the nucleosomal HAT activity; Tra1, an ATM/PI-3 kinase-related protein that targets DNA-bound activators for recruitment to promoters; the TBP-associated factor (TAF) proteins, consisting of Taf5, Taf6, Taf9, Taf10, and Taf12, which mediate nucleosomal HAT activity and are thought to help recruit the basal transcription machinery."" [PMID:10637607, PMID:17337012]"
GO:0000125,PCAF complex,cellular_component,"""A large multiprotein complex that possesses histone acetyltransferase activity and is involved in regulation of transcription. The composition is similar to that of the SAGA complex, but includes fewer Spt and Ada proteins, and more TAFs."" [PMID:10637607]"
GO:0000126,transcription factor TFIIIB complex,cellular_component,"""A transcription factor complex that is involved in regulating transcription from RNA polymerase III (Pol III) promoters. TFIIIB contains the TATA-binding protein (TBP) and two Pol III-specific proteins, B'' and BRF."" [GOC:mah, PMID:11433012]"
GO:0000127,transcription factor TFIIIC complex,cellular_component,"""A heterotrimeric transcription factor complex that is involved in regulating transcription from RNA polymerase III (Pol III) promoters. TFIIIC contains three conserved subunits that associate with the proximal Pol III promoter element, and additional subunits that associate with sequence elements downstream of the promoter and are more diverged among species. It also functions as a boundary element to partition genome content into distinct domains outside Pol III promoter regions."" [GOC:mah, GOC:vw, PMID:11433012, PMID:16751097]"
GO:0000131,incipient cellular bud site,cellular_component,"""The portion of the budding yeast plasma membrane where a daughter cell will emerge. The yeast marks this spot with bud-site selection proteins before bud emergence occurs. Actin is polarized to this spot just prior to and during bud emergence."" [GOC:clt]"
GO:0000133,polarisome,cellular_component,"""Protein complex that plays a role in determining cell polarity by directing the localized assembly of actin filaments at polarization sites; in Saccharomyces the polarisome includes Bni1p, Spa2p, Pea2p, and Bud6p."" [PMID:14734532, PMID:14998522, PMID:9632790]"
GO:0000136,"alpha-1,6-mannosyltransferase complex",cellular_component,"""A large, multiprotein complex with alpha-(1->6)-mannosyltransferase activity, located in the cis Golgi membrane; adds mannan to N-linked glycans on proteins."" [GOC:mcc, PMID:10037752, PMID:11095735, PMID:18083825]"
GO:0000137,Golgi cis cisterna,cellular_component,"""The Golgi cisterna closest to the endoplasmic reticulum; the first processing compartment through which proteins pass after export from the ER."" [ISBN:0815316194]"
GO:0000138,Golgi trans cisterna,cellular_component,"""The Golgi cisterna farthest from the endoplasmic reticulum; the final processing compartment through which proteins pass before exiting the Golgi apparatus; the compartment in which N-linked protein glycosylation is completed."" [ISBN:0815316194]"
GO:0000139,Golgi membrane,cellular_component,"""The lipid bilayer surrounding any of the compartments of the Golgi apparatus."" [GOC:mah]"
